,score,studio,number_episodes,demographics,emission_type,month,members,action,comedy,ecchi,slice_of_life,sports,drama and romance,adventure and fantasy,mystery and horror,sci_fi and supernatural,Cluster
8038,6.18,gallop,1.0,shounen,special,9.0,5276.0,1,0,0,0,0,0,1,0,0,1
8046,6.18,toei_animation,1.0,shounen,movie,6.0,1376.0,0,1,0,0,0,0,0,0,1,1
8048,6.18,otros_estudios,10.0,shounen,ona,7.0,25474.0,0,1,1,0,0,0,0,0,0,1
8051,6.18,tatsunoko_production,26.0,kids,tv,10.0,621.0,0,1,0,0,0,0,1,0,0,1
8056,6.18,otros_estudios,65.0,kids,tv,1.0,832.0,1,0,0,0,0,0,1,0,1,1
8065,6.18,shin_ei_animation,1.0,kids,special,4.0,610.0,0,1,0,0,0,0,0,0,0,1
8068,6.18,otros_estudios,4.0,shounen,ova,9.0,3063.0,1,0,0,0,0,0,0,0,0,1
8071,6.18,olm,1.0,kids,ova,7.0,4966.0,0,1,0,0,0,0,2,0,0,1
8073,6.18,otros_estudios,12.0,seinen,tv,10.0,36811.0,0,1,0,0,1,0,0,0,0,1
8080,6.17,toei_animation,12.0,shounen,ona,7.0,2323.0,1,0,0,0,0,0,2,0,1,1
8086,6.17,otros_estudios,6.0,shounen,special,12.0,31881.0,0,0,1,0,1,0,0,0,0,1
8093,6.17,shin_ei_animation,1.0,seinen,movie,12.0,780.0,0,1,0,1,0,0,0,0,0,1
8094,6.17,olm,1.0,kids,special,8.0,5521.0,0,1,0,0,0,0,2,0,0,1
8099,6.17,otros_estudios,12.0,seinen,tv,7.0,3371.0,0,1,0,0,0,0,0,0,0,1
8100,6.17,nippon_animation,21.0,kids,tv,4.0,1983.0,0,1,0,0,0,0,1,0,0,1
8108,6.17,olm,52.0,kids,tv,4.0,8886.0,1,0,0,0,1,0,1,0,1,1
8112,6.17,shin_ei_animation,1.0,kids,movie,3.0,1031.0,0,1,0,0,0,0,0,0,1,1
8113,6.17,toei_animation,25.0,shounen,tv,10.0,3948.0,0,1,0,0,0,0,1,1,1,1
8114,6.17,toei_animation,1.0,shounen,special,6.0,2303.0,1,0,0,0,0,0,2,0,0,1
8123,6.17,otros_estudios,1.0,shounen,special,1.0,3197.0,0,0,0,0,0,0,1,1,0,1
8124,6.16,otros_estudios,2.0,shounen,special,11.0,4973.0,0,0,0,0,1,1,0,0,0,1
8127,6.16,sunrise,1.0,shounen,movie,3.0,787.0,0,1,0,0,1,1,0,0,0,1
8128,6.16,mappa,1.0,shounen,ona,10.0,2320.0,0,0,0,0,1,0,0,0,0,1
8130,6.16,production_i_g,1.0,kids,movie,1.0,2108.0,0,1,0,0,0,0,1,0,0,1
8131,6.16,olm,51.0,shounen,tv,4.0,5087.0,0,0,0,0,0,0,1,0,0,1
8135,6.16,otros_estudios,12.0,seinen,tv,1.0,31489.0,0,1,1,0,0,0,0,0,0,1
8137,6.16,otros_estudios,2.0,shoujo,ova,3.0,3596.0,0,0,0,0,0,2,2,0,1,1
8147,6.16,nippon_animation,23.0,kids,tv,10.0,782.0,0,0,0,0,0,0,1,0,0,1
8155,6.16,nippon_animation,26.0,shoujo,tv,10.0,911.0,0,0,0,0,0,0,1,0,0,1
8157,6.16,otros_estudios,1.0,shounen,movie,7.0,1732.0,1,0,0,0,0,1,1,0,1,1
8160,6.16,nippon_animation,1.0,kids,movie,6.0,1004.0,0,0,0,1,0,1,1,0,0,1
8168,6.15,otros_estudios,1.0,kids,special,3.0,7670.0,0,0,0,0,0,0,0,0,0,1
8169,6.15,sunrise,6.0,shounen,ova,10.0,5945.0,0,0,0,0,0,0,0,0,1,1
8171,6.15,shin_ei_animation,14.0,seinen,special,12.0,825.0,0,0,0,0,0,0,0,0,1,1
8173,6.15,otros_estudios,92.0,shounen,tv,4.0,16574.0,1,0,0,0,0,0,1,0,0,1
8178,6.15,tms_entertainment,4.0,seinen,special,8.0,3444.0,0,1,0,1,0,0,0,0,0,1
8182,6.15,toei_animation,1.0,shounen,movie,7.0,1317.0,0,1,0,0,0,0,0,0,1,1
8183,6.15,otros_estudios,52.0,kids,tv,4.0,5222.0,1,1,0,0,0,0,1,0,0,1
8184,6.15,otros_estudios,1.0,kids,ona,8.0,1024.0,0,0,0,0,0,0,0,0,0,1
8194,6.15,madhouse,4.0,seinen,ova,5.0,17239.0,0,0,0,0,0,1,0,1,0,1
8198,6.15,tatsunoko_production,53.0,kids,tv,9.0,810.0,1,1,0,0,1,0,1,0,0,1
8206,6.15,otros_estudios,1.0,josei,special,3.0,6090.0,0,0,0,0,0,1,2,0,1,1
8209,6.15,gonzo,7.0,seinen,special,9.0,4484.0,0,1,0,1,0,0,0,0,0,1
8211,6.15,tms_entertainment,1.0,kids,movie,7.0,457.0,0,1,0,0,0,0,1,0,0,1
8218,6.14,xebec,10.0,shounen,tv,1.0,150202.0,1,0,1,0,0,0,0,0,0,1
8220,6.14,otros_estudios,8.0,seinen,special,10.0,15342.0,1,0,1,0,0,0,0,0,0,1
8227,6.14,shin_ei_animation,1.0,seinen,movie,12.0,802.0,0,1,0,1,0,0,0,0,0,1
8228,6.14,otros_estudios,13.0,shounen,tv,1.0,605.0,1,0,0,0,1,0,0,0,0,1
8232,6.14,otros_estudios,12.0,shoujo,tv,10.0,43066.0,0,0,0,0,0,1,1,0,0,1
8240,6.14,nippon_animation,52.0,kids,tv,1.0,1531.0,0,0,0,0,0,0,2,0,0,1
8248,6.14,madhouse,1.0,shoujo,movie,12.0,1059.0,0,1,0,1,0,1,0,0,0,1
8250,6.14,pierrot,1.0,shounen,special,11.0,14957.0,1,0,0,0,0,0,2,0,0,1
8264,6.13,otros_estudios,23.0,seinen,tv,4.0,1790.0,0,0,0,0,1,0,0,0,0,1
8266,6.13,tatsunoko_production,26.0,kids,tv,10.0,2321.0,0,0,0,0,0,0,2,0,1,1
8267,6.13,sunrise,1.0,seinen,movie,3.0,6671.0,1,0,0,0,0,1,2,0,0,1
8275,6.13,nippon_animation,26.0,kids,tv,7.0,1049.0,0,1,0,0,0,0,2,0,0,1
8276,6.13,pierrot,1.0,kids,ova,8.0,643.0,0,1,0,0,1,1,0,0,0,1
8281,6.13,nippon_animation,130.0,kids,tv,4.0,1415.0,0,0,0,0,0,0,1,0,0,1
8283,6.13,otros_estudios,1.0,kids,movie,8.0,1442.0,0,0,0,0,0,0,1,0,0,1
8287,6.13,otros_estudios,12.0,seinen,tv,4.0,67926.0,1,1,1,0,0,0,0,0,0,1
8290,6.13,otros_estudios,17.649098474341194,kids,tv,4.0,996.0,0,1,0,0,0,1,1,0,0,1
8297,6.13,otros_estudios,7.0,seinen,special,9.0,1781.0,0,1,0,0,0,0,0,0,1,1
8299,6.13,toei_animation,1.0,shounen,special,1.0,1569.0,1,0,0,0,0,0,2,0,0,1
8300,6.13,otros_estudios,2.0,shoujo,movie,4.0,3365.0,1,0,0,0,0,0,1,0,0,1
8302,6.13,olm,1.0,kids,movie,7.0,24683.0,1,1,0,0,0,0,2,0,0,1
8312,6.13,otros_estudios,1.0,kids,movie,6.0,1905.0,0,0,0,0,0,0,2,0,0,1
8314,6.13,otros_estudios,2.0,shounen,special,11.0,4541.0,0,1,0,0,1,0,0,0,0,1
8315,6.13,group_tac,1.0,shoujo,ova,9.0,4379.0,0,1,0,0,0,1,0,0,0,1
8316,6.13,gallop,1.0,shounen,ova,10.0,3711.0,0,0,0,0,0,1,0,0,0,1
8319,6.13,olm,1.0,kids,movie,12.0,1652.0,0,1,0,0,0,0,0,0,1,1
8328,6.12,otros_estudios,1.0,kids,ona,2.0,1203.0,0,0,0,0,0,0,1,0,0,1
8331,6.12,pierrot,1.0,shounen,ova,9.0,18118.0,1,0,0,0,0,0,0,0,1,1
8334,6.12,otros_estudios,13.0,shounen,tv,7.0,5226.0,1,0,0,0,0,0,0,0,1,1
8340,6.12,otros_estudios,1.0,shounen,ona,3.0,312.0,0,0,0,1,0,0,0,0,0,1
8342,6.12,toei_animation,1.0,shounen,movie,7.0,900.0,1,1,0,0,1,0,0,0,0,1
8352,6.12,sunrise,1.0,shounen,special,2.0,469.0,0,1,0,0,0,0,0,0,0,1
8353,6.12,shin_ei_animation,1.0,kids,movie,3.0,662.0,0,1,0,1,0,0,0,0,0,1
8359,6.12,olm,1.0,kids,special,1.0,12838.0,0,0,0,0,0,0,1,0,0,1
8366,6.11,gallop,1.0,shounen,ova,3.0,3159.0,1,1,0,0,0,0,1,0,1,1
8367,6.11,otros_estudios,6.0,seinen,special,7.0,8003.0,0,1,1,0,0,0,0,0,0,1
8371,6.11,tokyo_movie_shinsha,1.0,shoujo,special,10.0,1156.0,0,0,0,0,0,0,1,0,0,1
8372,6.11,otros_estudios,1.0,shoujo,ova,5.0,1032.0,0,1,0,1,0,0,0,0,0,1
8380,6.11,synergysp,4.0,shoujo,ova,8.0,3605.0,0,1,0,0,0,1,0,0,0,1
8384,6.11,olm,6.0,kids,special,4.0,4689.0,0,1,0,0,0,0,1,0,0,1
8388,6.11,otros_estudios,1.0,kids,movie,4.0,433.0,0,0,0,0,0,0,0,0,0,1
8392,6.11,madhouse,29.0,kids,tv,10.0,2384.0,0,1,0,0,0,0,1,0,1,1
8394,6.11,toei_animation,1.0,shounen,movie,7.0,973.0,0,0,0,0,1,0,0,0,0,1
8402,6.11,tatsunoko_production,1.0,kids,movie,8.0,1034.0,0,1,0,0,0,0,0,0,0,1
8408,6.11,pierrot,12.0,shounen,tv,1.0,47358.0,1,0,0,0,0,0,0,0,1,1
8414,6.11,toei_animation,1.0,shounen,movie,7.0,1422.0,0,1,0,0,0,0,0,0,1,1
8416,6.11,otros_estudios,3.0,kids,ona,9.0,816.0,0,0,0,0,0,0,0,0,0,1
8417,6.11,otros_estudios,3.0,kids,ona,12.0,754.0,0,0,0,0,0,0,0,0,0,1
8426,6.11,otros_estudios,17.649098474341194,seinen,tv,4.0,56084.0,0,1,0,0,0,0,1,0,0,1
8427,6.11,otros_estudios,6.0,shounen,special,9.0,6936.0,0,1,1,0,0,1,0,0,1,1
8432,6.1,otros_estudios,26.0,seinen,tv,7.0,7680.0,1,1,0,0,0,0,1,0,1,1
8434,6.1,production_i_g,13.0,kids,ona,6.0,12467.0,0,1,0,0,0,0,1,0,0,1
8436,6.1,tms_entertainment,2.0,shounen,ona,4.0,5674.0,0,1,0,0,0,0,1,1,0,1
8437,6.1,otros_estudios,50.0,kids,tv,4.0,2098.0,1,1,0,0,0,0,2,0,0,1
8439,6.1,otros_estudios,36.0,shounen,tv,9.0,1037.0,0,0,0,0,0,0,0,0,0,1
8440,6.1,otros_estudios,3.0,seinen,ova,10.0,9562.0,0,1,1,1,0,1,0,0,0,1
8441,6.1,toei_animation,1.0,shounen,movie,7.0,1226.0,1,0,0,0,0,0,1,1,1,1
8443,6.1,otros_estudios,13.0,shounen,tv,4.0,149173.0,1,0,0,0,0,0,2,0,0,1
8455,6.1,toei_animation,1.0,shounen,movie,7.0,4404.0,0,0,0,0,0,0,1,0,1,1
8457,6.1,otros_estudios,30.0,kids,tv,4.0,2341.0,1,1,0,0,0,0,0,0,1,1
8462,6.1,tms_entertainment,1.0,kids,movie,7.0,454.0,0,1,0,0,0,0,0,0,0,1
8466,6.1,studio_deen,26.0,shoujo,ona,12.0,51419.0,0,0,0,0,0,0,0,0,0,1
8472,6.1,otros_estudios,2.0,seinen,ova,8.0,10531.0,1,0,0,0,0,0,0,1,1,1
8473,6.1,toei_animation,1.0,shounen,ona,2.0,4613.0,0,0,0,0,0,0,1,0,0,1
8484,6.09,otros_estudios,2.0,shounen,special,5.0,3602.0,0,1,0,0,1,0,0,0,0,1
8492,6.09,sunrise,26.0,kids,tv,10.0,852.0,0,1,0,0,0,0,1,0,0,1
8502,6.09,otros_estudios,24.0,shoujo,ona,10.0,58191.0,0,0,0,0,0,1,0,0,0,1
8505,6.09,otros_estudios,3.0,shounen,ova,4.0,1495.0,0,0,0,0,1,0,0,0,0,1
8510,6.09,olm,50.0,kids,tv,4.0,687.0,0,1,0,0,0,0,1,0,0,1
8518,6.09,nippon_animation,26.0,kids,tv,10.0,588.0,0,1,0,0,0,1,1,0,0,1
8524,6.09,group_tac,1.0,shounen,special,5.0,860.0,1,0,0,0,1,0,0,0,0,1
8525,6.09,otros_estudios,7.0,shoujo,ona,4.0,1009.0,0,1,0,0,0,0,1,0,0,1
8529,6.09,lidenfilms,13.0,shounen,tv,4.0,41835.0,0,0,0,0,1,1,0,0,0,1
8532,6.09,shin_ei_animation,13.0,seinen,tv,11.0,1680.0,1,1,0,0,0,0,0,0,0,1
8533,6.09,otros_estudios,32.0,seinen,tv,4.0,2855.0,0,1,0,1,0,0,0,0,0,1
8535,6.09,tms_entertainment,2.0,kids,special,4.0,4233.0,1,1,0,0,0,0,1,0,1,1
8538,6.08,tatsunoko_production,1.0,shoujo,movie,1.0,771.0,0,0,0,0,0,0,0,0,0,1
8546,6.08,otros_estudios,1.0,kids,movie,3.0,475.0,0,0,0,0,0,0,0,0,0,1
8558,6.08,synergysp,52.0,kids,tv,8.0,3194.0,0,0,0,0,0,0,0,0,0,1
8560,6.08,otros_estudios,726.0,kids,tv,12.0,883.0,0,1,0,0,0,0,2,0,0,2
8567,6.08,otros_estudios,1.0,seinen,ova,8.0,2021.0,0,1,0,1,0,0,0,0,0,1
8572,6.08,otros_estudios,1.0,seinen,ova,1.0,4324.0,0,1,0,1,0,0,0,0,0,1
8575,6.08,otros_estudios,1.0,shounen,ona,3.0,9562.0,1,0,0,0,0,0,0,1,1,1
8587,6.07,pierrot,293.0,shounen,tv,4.0,822389.0,1,0,0,0,0,0,2,0,0,2
8592,6.07,toei_animation,1.0,shounen,movie,7.0,3447.0,1,0,0,0,0,1,1,0,1,1
8604,6.07,otros_estudios,3.0,shoujo,special,4.0,702.0,0,0,0,0,0,0,0,0,0,1
8605,6.07,pierrot,1.0,shoujo,ova,9.0,977.0,0,1,0,0,0,0,0,0,0,1
8612,6.07,pierrot,1.0,shounen,movie,7.0,1754.0,1,1,0,0,0,0,1,0,0,1
8627,6.07,otros_estudios,1.0,kids,movie,5.0,1245.0,0,0,0,0,0,1,1,0,0,1
8633,6.06,olm,3.0,kids,ova,9.0,3085.0,1,1,0,0,0,0,2,0,0,1
8663,6.06,otros_estudios,2.0,shounen,ova,6.0,637.0,1,0,0,0,0,0,0,0,1,1
8669,6.06,otros_estudios,24.0,shounen,tv,10.0,364797.0,0,0,0,0,0,1,0,0,1,1
8670,6.06,toei_animation,26.0,kids,tv,10.0,1003.0,0,1,0,0,0,0,0,0,0,1
8675,6.06,madhouse,25.0,kids,tv,10.0,6089.0,0,1,0,0,0,0,1,0,0,1
8682,6.05,studio_deen,25.0,shounen,tv,7.0,1036.0,0,1,0,0,0,0,0,0,0,1
8683,6.05,otros_estudios,26.0,shounen,tv,5.0,3278.0,0,0,0,0,0,0,1,0,1,1
8687,6.05,toei_animation,9.0,shounen,special,3.0,1866.0,0,0,0,0,0,0,0,0,0,1
8692,6.05,tms_entertainment,1.0,kids,movie,7.0,446.0,0,1,0,0,0,0,1,0,0,1
8698,6.05,toei_animation,23.0,seinen,tv,4.0,9107.0,0,0,0,0,1,0,0,0,0,1
8702,6.05,shin_ei_animation,1.0,kids,special,8.0,787.0,0,0,0,0,0,1,0,0,0,1
8707,6.05,production_i_g,1.0,shoujo,ova,8.0,6682.0,0,1,0,0,0,2,0,0,0,1
8708,6.04,otros_estudios,1.0,josei,special,6.0,1926.0,0,0,0,0,0,0,1,0,0,1
8710,6.05,j_c_staff,2.0,seinen,ova,6.0,661.0,0,0,0,0,0,0,0,0,0,1
8711,6.05,otros_estudios,1.0,shoujo,movie,8.0,1549.0,0,0,0,0,0,0,1,0,0,1
8715,6.04,otros_estudios,3.0,shoujo,ova,1.0,2855.0,0,1,0,0,0,2,2,0,1,1
8728,6.04,otros_estudios,26.0,shoujo,tv,10.0,1610.0,0,0,0,0,0,0,0,0,0,1
8730,6.04,otros_estudios,1.0,shounen,movie,12.0,2810.0,1,0,0,0,0,1,0,0,1,1
8732,6.04,otros_estudios,27.0,kids,tv,10.0,717.0,0,1,0,0,0,0,1,0,0,1
8734,6.04,tatsunoko_production,2.0,shoujo,ova,2.0,847.0,0,0,0,0,0,2,0,0,0,1
8742,6.04,tatsunoko_production,39.0,kids,tv,1.0,1369.0,0,1,0,0,0,0,1,0,0,1
8749,6.04,otros_estudios,2.0,kids,ova,11.0,1204.0,0,0,0,0,0,0,1,0,0,1
8751,6.04,studio_deen,12.0,shounen,tv,7.0,1882.0,0,1,0,0,0,1,0,0,1,1
8755,6.04,tatsunoko_production,26.0,kids,tv,4.0,1224.0,0,0,0,0,0,0,1,0,1,1
8757,6.04,toei_animation,1.0,shoujo,ona,5.0,2330.0,0,0,0,0,0,0,1,0,0,1
8761,6.04,otros_estudios,12.0,seinen,tv,10.0,4627.0,1,0,0,0,0,0,0,0,0,1
8768,6.04,nippon_animation,13.0,kids,tv,10.0,1049.0,0,1,0,0,0,0,1,0,0,1
8770,6.03,otros_estudios,104.0,kids,tv,10.0,844.0,0,0,0,0,0,0,1,0,0,1
8777,6.03,otros_estudios,1.0,seinen,ova,11.0,2103.0,1,0,0,0,0,0,0,1,0,1
8788,6.03,brain_base,3.0,shounen,ova,9.0,42028.0,0,1,1,0,0,0,0,0,0,1
8799,6.03,toei_animation,1.0,shounen,movie,3.0,1328.0,0,1,0,0,0,0,0,0,1,1
8806,6.03,otros_estudios,1.0,shoujo,special,7.0,929.0,0,0,0,0,0,0,1,0,1,1
8807,6.03,otros_estudios,1.0,shoujo,movie,7.0,31093.0,0,0,0,0,0,1,1,0,0,1
8826,6.02,toei_animation,1.0,kids,ova,4.0,485.0,0,0,0,0,0,0,0,0,1,1
8830,6.02,j_c_staff,1.0,shounen,movie,4.0,951.0,0,1,0,0,0,0,2,0,0,1
8832,6.02,synergysp,38.0,kids,tv,4.0,14283.0,0,0,0,0,1,0,1,0,0,1
8836,6.02,shin_ei_animation,3.0,kids,special,7.0,566.0,0,1,0,0,0,0,0,0,0,1
8841,6.02,otros_estudios,48.0,kids,tv,10.0,2317.0,0,0,0,0,0,0,0,0,0,1
8846,6.02,otros_estudios,1.0,kids,movie,4.0,1047.0,0,0,0,0,0,0,0,0,1,1
8850,6.02,pierrot,2.0,shoujo,ova,10.0,4322.0,0,0,0,0,0,0,1,1,1,1
8854,6.02,otros_estudios,1.0,seinen,special,3.0,13842.0,1,0,0,0,0,1,2,1,0,1
8857,6.02,j_c_staff,4.0,shoujo,ova,7.0,10504.0,0,0,0,0,0,1,0,0,0,1
8862,6.02,synergysp,9.0,shoujo,ova,12.0,1449.0,0,0,0,0,0,0,0,0,0,1
8872,6.01,shin_ei_animation,1.0,kids,ova,4.0,1173.0,0,0,0,0,0,0,2,0,1,1
8878,6.01,otros_estudios,1.0,kids,movie,7.0,599.0,0,0,0,0,0,1,2,0,0,1
8879,6.01,madhouse,1.0,seinen,movie,4.0,2141.0,0,1,0,0,0,0,0,0,0,1
8881,6.01,toei_animation,1.0,shoujo,movie,3.0,800.0,0,0,0,0,0,0,0,0,0,1
8886,6.01,production_i_g,1.0,kids,movie,4.0,541.0,0,0,0,0,0,0,2,0,0,1
8888,6.01,j_c_staff,2.0,shounen,ova,7.0,3429.0,0,1,0,0,0,0,2,0,0,1
8889,6.01,synergysp,7.0,kids,special,8.0,3750.0,0,0,0,0,1,0,1,0,0,1
8891,6.01,toei_animation,1.0,kids,movie,3.0,1361.0,0,0,0,0,0,0,2,0,0,1
8911,6.0,olm,49.0,kids,tv,9.0,672.0,0,1,0,0,0,0,0,0,0,1
8927,6.0,toei_animation,1.0,kids,movie,7.0,6379.0,1,0,0,0,0,0,2,0,1,1
8928,6.0,toei_animation,1.0,shounen,movie,3.0,1339.0,0,1,0,0,0,0,0,0,1,1
8939,6.0,otros_estudios,13.0,seinen,tv,7.0,34848.0,0,0,0,0,0,1,0,0,0,1
8941,6.0,group_tac,1.0,shounen,special,12.0,879.0,0,0,0,0,1,1,0,0,0,1
8945,6.0,toei_animation,1.0,shounen,ova,4.0,471.0,1,0,0,0,1,0,0,0,0,1
8947,6.0,production_i_g,1.0,shounen,ona,7.0,4787.0,1,0,0,0,0,0,0,0,0,1
8949,6.0,madhouse,1.0,kids,movie,7.0,803.0,1,0,0,0,0,0,2,0,0,1
8950,6.0,madhouse,1.0,kids,movie,7.0,803.0,1,0,0,0,0,0,2,0,0,1
8957,5.99,nippon_animation,52.0,kids,tv,10.0,531.0,0,1,0,0,0,0,1,0,0,1
8958,5.99,otros_estudios,13.0,shounen,tv,8.0,10160.0,1,0,0,0,0,0,0,1,1,1
8962,5.99,studio_deen,12.0,seinen,tv,1.0,20273.0,1,1,1,0,0,0,0,0,0,1
8964,5.99,otros_estudios,10.0,kids,tv,3.0,1324.0,0,1,0,0,0,0,1,0,0,1
8965,5.99,group_tac,1.0,shounen,special,9.0,785.0,0,0,0,0,1,1,0,0,0,1
8966,5.99,group_tac,1.0,shounen,movie,9.0,999.0,0,0,0,0,1,1,0,0,0,1
8976,5.99,shin_ei_animation,29.0,kids,tv,7.0,2275.0,0,1,0,0,0,0,1,0,0,1
8985,5.99,brain_base,12.0,josei,tv,1.0,288587.0,0,0,0,0,0,1,1,1,0,1
8995,5.98,sunrise,1.0,shounen,special,8.0,2012.0,0,0,0,0,0,1,0,0,1,1
9000,5.98,otros_estudios,26.0,kids,tv,4.0,665.0,1,0,0,0,0,0,1,0,0,1
9001,5.98,j_c_staff,2.0,seinen,ova,6.0,992.0,0,1,0,0,0,0,0,0,0,1
9005,5.98,otros_estudios,10.0,seinen,tv,1.0,143790.0,1,1,1,0,0,1,0,0,1,1
9008,5.98,group_tac,26.0,shounen,tv,12.0,4888.0,0,1,0,0,0,0,2,0,0,1
9017,5.98,otros_estudios,4.0,kids,special,3.0,1967.0,0,0,0,1,0,0,0,0,0,1
9021,5.98,toei_animation,3.0,shounen,special,12.0,1579.0,1,0,0,0,0,0,1,0,0,1
9022,5.98,toei_animation,1.0,kids,movie,3.0,1069.0,0,0,0,0,0,0,1,0,0,1
9023,5.98,otros_estudios,26.0,shoujo,tv,10.0,5434.0,1,1,0,0,0,2,0,0,0,1
9026,5.98,shin_ei_animation,1.0,kids,movie,4.0,1149.0,0,0,0,0,0,1,1,0,0,1
9030,5.98,production_i_g,1.0,kids,special,4.0,1164.0,1,1,0,0,0,0,0,0,0,1
9032,5.98,otros_estudios,1.0,kids,ova,8.0,1097.0,0,0,0,0,0,0,0,0,0,1
9044,5.97,shin_ei_animation,1.0,kids,special,8.0,527.0,0,0,0,0,0,1,0,0,0,1
9051,5.97,otros_estudios,12.0,seinen,tv,4.0,16966.0,0,1,0,0,0,1,0,0,1,1
9058,5.97,otros_estudios,3.0,shounen,ova,2.0,4707.0,0,1,1,0,0,0,0,0,1,1
9064,5.97,sunrise,10.0,kids,tv,12.0,3295.0,0,1,0,0,0,0,1,0,1,1
9079,5.97,toei_animation,1.0,kids,movie,3.0,764.0,0,0,0,0,0,0,1,0,0,1
9082,5.97,otros_estudios,1.0,seinen,ova,6.0,3804.0,1,0,0,0,0,0,0,0,0,1
9089,5.97,otros_estudios,12.0,josei,tv,1.0,31402.0,0,1,0,1,0,0,0,0,0,1
9090,5.97,otros_estudios,26.0,kids,tv,4.0,1083.0,0,0,0,0,0,0,0,0,0,1
9100,5.96,pierrot,1.0,shounen,movie,3.0,867.0,0,1,0,0,0,0,0,0,0,1
9105,5.96,xebec,26.0,kids,tv,4.0,1258.0,0,1,0,0,0,1,2,0,0,1
9107,5.96,tms_entertainment,1.0,kids,movie,7.0,424.0,0,0,0,0,0,0,1,0,0,1
9108,5.96,toei_animation,1.0,shounen,ona,2.0,461.0,1,0,0,0,0,0,1,0,0,1
9110,5.96,tms_entertainment,13.0,shounen,special,8.0,1205.0,0,0,0,0,0,0,0,0,0,1
9111,5.96,toei_animation,1.0,shounen,movie,7.0,697.0,0,1,0,0,0,1,0,0,0,1
9112,5.96,otros_estudios,1.0,seinen,special,4.0,992.0,0,1,0,0,0,0,0,0,0,1
9115,5.96,production_i_g,23.0,kids,tv,10.0,1048.0,0,1,0,0,0,0,1,0,0,1
9118,5.96,otros_estudios,8.0,shoujo,ova,3.0,1574.0,0,0,0,0,0,0,1,0,1,1
9123,5.96,otros_estudios,11.0,seinen,tv,4.0,19700.0,1,0,0,0,0,1,0,0,0,1
9128,5.96,toei_animation,1.0,shounen,movie,3.0,1468.0,0,1,0,0,0,0,0,0,1,1
9130,5.96,shin_ei_animation,26.0,kids,tv,5.0,723.0,0,1,0,0,0,0,0,0,0,1
9132,5.96,xebec,17.649098474341194,kids,tv,4.0,835.0,0,1,0,0,0,0,0,0,0,1
9134,5.96,tms_entertainment,51.0,kids,tv,4.0,2869.0,0,0,0,0,0,0,0,0,0,1
9141,5.95,brain_base,12.0,shoujo,tv,7.0,177907.0,0,0,0,0,0,1,0,0,0,1
9146,5.95,toei_animation,1.0,shounen,special,1.0,941.0,0,1,0,0,0,0,0,0,1,1
9148,5.95,toei_animation,17.649098474341194,kids,tv,4.0,1565.0,0,0,0,0,0,0,0,1,0,1
9151,5.95,studio_deen,1.0,shoujo,ova,2.0,7651.0,0,1,0,0,0,1,0,0,0,1
9153,5.95,otros_estudios,50.0,kids,tv,9.0,2275.0,0,1,0,0,0,0,0,0,1,1
9156,5.95,shin_ei_animation,1.0,kids,movie,3.0,408.0,0,1,0,0,0,0,0,1,0,1
9168,5.95,otros_estudios,1.0,kids,ova,8.0,1468.0,0,0,0,1,0,0,0,0,0,1
9172,5.95,otros_estudios,11.0,shounen,tv,1.0,238259.0,0,0,1,0,0,0,0,0,1,1
9187,5.94,otros_estudios,27.0,shoujo,ona,9.0,943.0,0,1,0,0,0,0,1,0,0,1
9188,5.94,otros_estudios,26.0,shoujo,tv,11.0,973.0,0,1,0,0,0,0,0,0,0,1
9195,5.94,otros_estudios,5.0,shounen,special,11.0,4803.0,0,1,1,0,0,0,0,0,0,1
9205,5.94,otros_estudios,2.0,shoujo,ova,12.0,5019.0,0,0,0,0,0,1,0,0,1,1
9209,5.94,otros_estudios,1.0,kids,movie,3.0,1944.0,0,0,0,0,0,0,0,0,1,1
9214,5.94,toei_animation,1.0,kids,movie,3.0,428.0,0,0,0,0,0,0,2,0,0,1
9220,5.94,otros_estudios,1.0,seinen,special,4.0,2003.0,0,0,0,0,0,0,0,0,1,1
9223,5.94,otros_estudios,12.0,seinen,tv,10.0,9134.0,1,0,0,0,0,0,0,0,0,1
9228,5.93,toei_animation,1.0,shounen,ona,7.0,4650.0,0,1,0,0,0,0,0,0,0,1
9255,5.93,production_i_g,4.0,shounen,ova,5.0,3481.0,1,1,0,0,0,0,0,0,1,1
9259,5.93,otros_estudios,12.0,seinen,tv,10.0,3594.0,0,1,0,0,0,0,0,0,0,1
9263,5.93,otros_estudios,2.0,seinen,ova,3.0,42141.0,0,0,1,0,0,0,1,0,0,1
9282,5.92,pierrot,1.0,shoujo,ova,5.0,609.0,0,1,0,0,0,0,0,0,0,1
9288,5.92,production_i_g,1.0,shoujo,ova,12.0,1002.0,0,0,0,1,0,2,0,1,0,1
9293,5.92,otros_estudios,2.0,shounen,ova,11.0,762.0,1,1,0,0,0,1,0,0,0,1
9298,5.92,otros_estudios,2.0,shounen,special,2.0,3429.0,0,1,0,0,1,0,0,0,0,1
9304,5.92,olm,4.0,kids,special,10.0,1282.0,0,0,0,0,0,0,0,0,0,1
9318,5.91,otros_estudios,12.0,shoujo,tv,7.0,18254.0,0,0,0,0,0,0,2,0,0,1
9354,5.9,otros_estudios,4.0,seinen,special,8.0,1136.0,0,1,0,0,0,0,0,0,0,1
9357,5.9,otros_estudios,2.0,shoujo,ova,4.0,25308.0,0,0,0,0,0,2,0,0,0,1
