,score,studio,number_episodes,demographics,emission_type,month,members,action,comedy,ecchi,slice_of_life,sports,drama and romance,adventure and fantasy,mystery and horror,sci_fi and supernatural,Cluster
9358,5.9,pierrot,2.0,shounen,ova,7.0,500.0,0,1,0,0,0,0,0,0,0,1
9359,5.9,pierrot,1.0,shounen,special,10.0,875.0,1,1,0,0,0,0,1,0,0,1
9361,5.9,xebec,51.0,kids,tv,10.0,657.0,0,1,0,0,0,1,2,0,0,1
9365,5.9,otros_estudios,32.0,seinen,tv,4.0,1068.0,0,1,0,1,0,0,0,0,0,1
9366,5.9,otros_estudios,25.0,kids,tv,4.0,695.0,0,0,0,0,0,0,0,0,0,1
9371,5.9,otros_estudios,12.0,shounen,tv,10.0,93334.0,0,1,1,0,0,1,1,0,0,1
9373,5.9,olm,1.0,kids,movie,12.0,1094.0,0,1,0,0,0,0,0,0,1,1
9386,5.9,otros_estudios,24.0,kids,tv,10.0,1931.0,1,0,0,0,0,0,0,0,0,1
9388,5.9,otros_estudios,1.0,kids,ova,9.0,557.0,0,0,0,0,0,0,1,0,0,1
9391,5.9,otros_estudios,1.0,shoujo,ova,9.0,3105.0,1,0,0,0,0,1,1,0,1,1
9394,5.9,otros_estudios,13.0,shounen,tv,7.0,119641.0,0,1,1,0,0,0,0,0,0,1
9400,5.89,otros_estudios,18.0,shounen,ona,3.0,3004.0,0,1,0,0,0,0,0,0,0,1
9404,5.89,shin_ei_animation,1.0,kids,special,8.0,446.0,0,0,0,0,0,0,1,0,0,1
9407,5.89,otros_estudios,1.0,shounen,special,8.0,6912.0,1,1,1,0,0,0,0,0,1,1
9408,5.89,otros_estudios,12.0,seinen,movie,6.0,4926.0,0,1,0,0,0,0,0,0,1,1
9414,5.89,otros_estudios,2.0,shounen,ova,12.0,13525.0,0,1,1,0,0,1,1,0,0,1
9416,5.89,otros_estudios,13.0,josei,tv,4.0,6887.0,0,1,0,1,0,0,0,0,0,1
9421,5.89,otros_estudios,13.0,shounen,ova,2.0,1206.0,1,0,0,0,0,0,0,0,1,1
9422,5.89,madhouse,1.0,shoujo,movie,3.0,5952.0,0,0,0,0,0,2,0,0,0,1
9424,5.89,olm,1.0,kids,special,1.0,554.0,1,1,0,0,0,0,2,0,0,1
9428,5.89,otros_estudios,1.0,seinen,special,4.0,907.0,0,1,0,0,0,0,0,0,0,1
9430,5.89,otros_estudios,1.0,kids,movie,3.0,651.0,0,1,0,0,0,0,0,0,0,1
9446,5.88,tokyo_movie_shinsha,1.0,kids,movie,3.0,467.0,0,0,0,0,0,0,1,0,0,1
9448,5.88,j_c_staff,1.0,shoujo,special,3.0,5505.0,0,1,0,0,0,0,0,0,0,1
9451,5.88,toei_animation,1.0,shounen,special,4.0,707.0,0,1,0,0,0,0,0,0,1,1
9459,5.88,otros_estudios,1.0,seinen,ona,9.0,1803.0,1,0,0,0,0,0,0,0,1,1
9462,5.88,production_i_g,1.0,kids,ova,12.0,690.0,0,0,0,0,0,0,2,0,0,1
9463,5.88,toei_animation,1.0,shoujo,movie,3.0,852.0,0,1,0,0,0,0,0,0,0,1
9474,5.88,bones,12.0,shounen,tv,4.0,201493.0,1,1,1,0,0,0,0,0,1,1
9479,5.87,otros_estudios,3.0,seinen,ova,8.0,25186.0,0,1,1,0,0,1,0,0,0,1
9481,5.87,otros_estudios,1.0,shoujo,special,1.0,905.0,0,1,0,0,0,0,2,0,0,1
9484,5.87,olm,1.0,kids,special,7.0,775.0,1,1,0,0,0,0,2,0,0,1
9490,5.87,pierrot,1.0,shounen,movie,8.0,873.0,0,0,0,0,0,2,0,0,0,1
9491,5.87,otros_estudios,26.0,shoujo,tv,5.0,773.0,0,1,0,0,0,0,0,0,0,1
9503,5.87,otros_estudios,52.0,kids,tv,10.0,922.0,1,0,0,0,0,1,1,0,1,1
9509,5.86,brain_base,6.0,shounen,ova,4.0,13232.0,0,1,1,1,0,1,0,0,0,1
9511,5.86,otros_estudios,48.0,kids,tv,4.0,882.0,0,1,0,0,0,0,1,0,0,1
9516,5.86,shin_ei_animation,1.0,shounen,movie,3.0,662.0,0,0,0,0,0,0,1,0,0,1
9521,5.86,otros_estudios,13.0,kids,tv,1.0,735.0,0,1,0,0,0,0,0,1,0,1
9523,5.86,otros_estudios,12.0,seinen,tv,1.0,14038.0,0,1,0,0,0,0,0,0,0,1
9524,5.86,otros_estudios,1.0,kids,ova,4.0,1307.0,0,0,0,0,0,0,2,0,0,1
9528,5.86,otros_estudios,4.0,seinen,special,2.0,711.0,0,1,0,0,1,0,0,0,0,1
9534,5.86,tms_entertainment,1.0,seinen,ova,4.0,5767.0,1,1,0,0,0,0,1,1,0,1
9539,5.86,otros_estudios,2.0,shounen,ova,3.0,3185.0,0,1,0,0,0,0,1,0,1,1
9540,5.86,otros_estudios,1.0,shoujo,ova,1.0,5150.0,0,0,0,0,0,0,0,0,0,1
9546,5.85,madhouse,49.0,kids,tv,1.0,554.0,0,1,0,1,0,0,0,0,0,1
9564,5.85,otros_estudios,1.0,shoujo,movie,8.0,699.0,0,0,0,0,0,0,2,0,0,1
9574,5.85,otros_estudios,1.0,kids,ova,9.0,618.0,0,0,0,0,0,0,2,0,0,1
9580,5.85,otros_estudios,1.0,shounen,ova,12.0,7907.0,0,1,1,0,0,0,1,0,1,1
9582,5.85,otros_estudios,100.0,kids,tv,4.0,816.0,0,1,0,0,0,0,0,0,0,1
9597,5.84,shin_ei_animation,1.0,kids,movie,3.0,555.0,0,1,0,0,0,0,1,0,0,1
9598,5.84,otros_estudios,17.649098474341194,shoujo,ona,4.0,610.0,0,1,0,0,0,0,1,0,0,1
9599,5.84,production_i_g,13.0,kids,tv,4.0,1347.0,0,0,0,1,0,1,0,0,0,1
9600,5.84,olm,1.0,kids,special,1.0,2946.0,1,0,0,0,0,0,1,0,0,1
9606,5.84,toei_animation,65.0,shounen,tv,6.0,1049.0,1,0,0,0,0,0,1,0,0,1
9611,5.84,otros_estudios,2.0,shounen,ova,1.0,5488.0,0,1,0,0,1,0,0,0,0,1
9612,5.84,otros_estudios,8.0,kids,ona,4.0,486.0,0,1,0,0,0,0,0,0,0,1
9617,5.84,toei_animation,3.0,shounen,special,1.0,872.0,0,1,0,0,0,0,0,0,1,1
9619,5.84,toei_animation,1.0,kids,ona,1.0,611.0,0,0,0,0,0,0,2,0,0,1
9629,5.84,otros_estudios,13.0,kids,tv,4.0,1017.0,0,1,0,0,0,0,1,0,0,1
9638,5.83,otros_estudios,26.0,kids,tv,10.0,22579.0,1,1,0,0,0,0,1,0,0,1
9650,5.83,otros_estudios,1.0,kids,ona,1.0,301.0,0,0,0,0,0,0,0,0,0,1
9651,5.83,toei_animation,86.0,kids,tv,11.0,697.0,0,0,0,0,0,0,1,0,0,1
9670,5.83,otros_estudios,51.0,kids,tv,4.0,496.0,0,1,0,0,0,0,0,0,0,1
9672,5.82,otros_estudios,3.0,shoujo,ova,10.0,1962.0,0,0,0,0,0,2,0,1,0,1
9674,5.82,otros_estudios,1.0,kids,ona,12.0,324.0,0,0,0,0,0,0,0,0,0,1
9675,5.82,otros_estudios,1.0,kids,special,3.0,627.0,0,1,0,0,0,0,1,0,1,1
9676,5.82,otros_estudios,52.0,kids,tv,4.0,2018.0,0,1,0,0,0,0,0,0,0,1
9697,5.82,otros_estudios,24.0,seinen,tv,4.0,674.0,0,1,0,1,0,0,0,0,0,1
9698,5.82,otros_estudios,1.0,shounen,special,8.0,2696.0,0,1,0,0,0,0,0,0,0,1
9700,5.81,pierrot,2.0,shounen,ova,7.0,867.0,0,0,0,0,0,0,0,1,0,1
9708,5.81,olm,13.0,kids,tv,2.0,581.0,0,0,0,1,0,1,0,0,0,1
9712,5.81,otros_estudios,3.0,seinen,tv,5.0,24286.0,1,0,1,0,0,0,0,0,0,1
9714,5.81,otros_estudios,13.0,kids,ona,9.0,477.0,0,0,0,0,0,0,0,0,0,1
9718,5.81,otros_estudios,30.0,shoujo,ona,6.0,1714.0,0,0,0,0,0,2,0,0,0,1
9723,5.81,otros_estudios,50.0,kids,tv,4.0,2125.0,1,0,0,0,0,0,1,0,0,1
9733,5.8,otros_estudios,36.0,shoujo,tv,3.0,1524.0,0,1,0,0,0,0,0,0,0,1
9734,5.8,j_c_staff,4.0,shounen,ova,3.0,2628.0,1,0,0,0,0,0,0,0,1,1
9748,5.8,toei_animation,25.0,shoujo,tv,10.0,903.0,0,1,0,0,0,0,0,0,1,1
9749,5.8,group_tac,13.0,kids,tv,9.0,919.0,0,0,0,0,0,0,2,0,0,1
9757,5.8,madhouse,1.0,shoujo,ova,1.0,10219.0,1,0,0,0,0,1,0,1,2,1
9778,5.79,toei_animation,1.0,shounen,movie,7.0,118204.0,1,1,0,0,0,0,2,0,0,1
9784,5.79,otros_estudios,2.0,seinen,ova,4.0,3502.0,1,0,0,0,0,0,0,0,0,1
9790,5.79,tatsunoko_production,1.0,shoujo,ova,4.0,506.0,0,0,0,0,0,2,0,0,0,1
9791,5.79,shin_ei_animation,1.0,kids,movie,3.0,464.0,0,1,0,0,0,0,0,1,0,1
9798,5.79,pierrot,1.0,shoujo,movie,8.0,1696.0,0,0,0,0,0,0,0,0,0,1
9805,5.79,toei_animation,1.0,shounen,movie,7.0,2328.0,0,1,0,0,1,1,0,0,0,1
9812,5.78,otros_estudios,1.0,kids,ova,11.0,508.0,0,0,0,0,0,0,1,0,0,1
9831,5.78,otros_estudios,1.0,kids,special,1.0,604.0,0,0,0,0,0,0,1,0,0,1
9834,5.78,otros_estudios,1.0,seinen,ona,4.0,1605.0,0,1,0,0,0,0,0,0,0,1
9844,5.78,toei_animation,2.0,shounen,special,10.0,1013.0,0,1,0,0,0,0,0,0,1,1
9850,5.78,otros_estudios,12.0,josei,tv,10.0,43900.0,0,1,0,0,0,1,1,0,0,1
9853,5.77,otros_estudios,2.0,shoujo,ova,3.0,3245.0,0,0,0,0,0,2,1,0,1,1
9857,5.77,otros_estudios,1.0,shounen,ova,9.0,764.0,0,0,0,0,0,0,0,0,1,1
9860,5.77,j_c_staff,1.0,seinen,ova,2.0,763.0,1,1,0,0,0,0,0,0,0,1
9868,5.77,toei_animation,51.0,kids,tv,4.0,8463.0,1,0,0,0,0,0,0,0,0,1
9870,5.77,otros_estudios,12.0,shounen,ona,10.0,3646.0,0,1,0,0,0,0,0,0,1,1
9881,5.77,otros_estudios,4.0,seinen,special,4.0,882.0,0,1,0,0,0,0,0,0,0,1
9893,5.76,otros_estudios,12.0,shounen,tv,4.0,12359.0,0,1,0,0,1,0,0,0,0,1
9897,5.76,otros_estudios,3.0,kids,special,8.0,2708.0,1,1,0,0,0,0,0,0,0,1
9911,5.76,toei_animation,1.0,shoujo,movie,7.0,641.0,0,0,0,0,0,0,0,0,0,1
9935,5.75,otros_estudios,3.0,kids,special,12.0,4088.0,0,0,0,0,0,0,0,0,0,1
9936,5.75,otros_estudios,12.0,shoujo,tv,10.0,25520.0,0,0,0,0,0,1,0,1,0,1
9938,5.75,production_i_g,12.0,seinen,ona,3.0,68090.0,1,0,0,0,0,0,0,0,1,1
9939,5.75,production_i_g,12.0,seinen,ona,7.0,28800.0,1,0,0,0,0,0,0,0,1,1
9941,5.75,otros_estudios,1.0,shoujo,special,8.0,2104.0,0,0,0,0,0,1,0,1,0,1
9954,5.75,otros_estudios,12.0,shounen,tv,7.0,132990.0,1,1,1,0,0,0,0,0,1,1
9956,5.75,pierrot,1.0,shoujo,ova,12.0,911.0,0,0,0,0,0,1,1,1,0,1
9966,5.74,toei_animation,1.0,shounen,special,7.0,883.0,0,1,0,0,0,0,0,0,1,1
9991,5.74,a_1_pictures,2.0,shounen,ona,11.0,3255.0,0,1,0,0,0,1,0,0,0,1
9992,5.74,tms_entertainment,1.0,kids,movie,7.0,402.0,0,0,0,0,0,0,1,0,0,1
9993,5.74,j_c_staff,12.0,seinen,tv,7.0,276692.0,1,0,0,0,0,0,0,1,1,1
9999,5.74,a_1_pictures,215.0,kids,tv,4.0,653.0,0,1,0,0,0,0,0,0,0,1
10002,5.73,otros_estudios,1.0,seinen,ova,8.0,770.0,0,1,0,0,0,0,0,0,0,1
10005,5.73,otros_estudios,1.0,shoujo,special,6.0,647.0,0,0,0,0,0,0,1,0,0,1
10014,5.73,otros_estudios,1.0,shounen,ova,10.0,39774.0,1,0,0,0,0,0,0,0,0,1
10017,5.73,otros_estudios,51.0,kids,tv,4.0,1132.0,1,1,0,0,0,0,2,0,0,1
10018,5.73,otros_estudios,49.0,kids,tv,4.0,1179.0,1,1,0,0,0,0,2,0,0,1
10019,5.73,otros_estudios,51.0,kids,tv,4.0,1357.0,1,1,0,0,0,0,2,0,0,1
10034,5.73,otros_estudios,1.0,josei,special,10.0,1981.0,0,1,0,1,0,0,0,0,0,1
10035,5.73,otros_estudios,32.0,seinen,tv,4.0,770.0,0,1,0,1,0,0,0,0,0,1
10037,5.73,shin_ei_animation,1.0,kids,special,8.0,643.0,0,1,0,0,0,0,1,0,1,1
10038,5.72,otros_estudios,1.0,seinen,ova,10.0,1227.0,0,0,0,0,0,1,0,0,1,1
10040,5.72,otros_estudios,1.0,shounen,special,11.0,1591.0,0,1,0,1,1,0,0,0,0,1
10049,5.72,otros_estudios,1.0,kids,movie,10.0,1003.0,0,0,0,0,0,0,2,0,0,1
10053,5.72,olm,1.0,kids,special,10.0,2070.0,1,0,0,0,0,0,2,0,0,1
10063,5.72,sunrise,26.0,kids,tv,4.0,654.0,0,0,0,0,0,0,0,0,0,1
10069,5.72,otros_estudios,1.0,shounen,special,1.0,4756.0,1,0,0,0,0,0,0,0,0,1
10081,5.71,otros_estudios,17.649098474341194,seinen,tv,4.0,2154.0,0,1,0,0,0,0,0,0,0,1
10082,5.71,otros_estudios,1.0,shoujo,ova,2.0,38383.0,0,0,0,0,0,0,0,0,0,1
10084,5.71,toei_animation,1.0,shounen,special,9.0,1081.0,0,1,0,0,0,0,0,0,1,1
10086,5.71,xebec,3.0,shounen,ova,9.0,1604.0,0,0,0,0,1,0,0,0,0,1
10089,5.71,otros_estudios,12.0,kids,tv,1.0,456.0,1,1,0,0,0,0,1,0,0,1
10100,5.71,otros_estudios,3.0,seinen,ova,5.0,1207.0,1,0,0,0,0,1,0,0,0,1
10101,5.71,tms_entertainment,4.0,shounen,ova,7.0,2556.0,1,1,0,0,0,0,1,0,1,1
10102,5.71,otros_estudios,2.0,josei,special,12.0,622.0,0,1,0,1,0,0,0,0,0,1
10105,5.71,otros_estudios,1.0,seinen,special,6.0,968.0,1,0,0,0,0,0,0,0,0,1
10113,5.71,otros_estudios,2.0,shounen,special,2.0,3883.0,0,1,0,0,1,0,0,0,0,1
10118,5.71,madhouse,1.0,kids,movie,9.0,1215.0,0,0,0,0,0,0,2,0,0,1
10120,5.71,otros_estudios,10.0,shounen,ona,6.0,2284.0,0,1,0,0,0,0,0,0,0,1
10121,5.7,otros_estudios,1.0,shoujo,ova,6.0,1021.0,1,0,0,0,0,0,0,0,0,1
10125,5.7,tatsunoko_production,26.0,kids,tv,12.0,976.0,0,1,0,0,0,0,1,0,0,1
10129,5.7,otros_estudios,13.0,shounen,tv,10.0,3588.0,1,0,0,0,0,0,1,1,2,1
10130,5.7,otros_estudios,52.0,kids,tv,4.0,854.0,0,1,0,0,0,0,0,0,0,1
10135,5.7,toei_animation,1.0,kids,movie,7.0,8265.0,1,1,0,0,1,0,2,0,0,1
10160,5.7,tokyo_movie_shinsha,1.0,shounen,movie,3.0,440.0,0,1,0,1,0,0,0,0,0,1
10161,5.7,synergysp,24.0,kids,tv,4.0,788.0,0,1,0,0,0,0,0,0,0,1
10169,5.69,toei_animation,65.0,kids,tv,12.0,690.0,0,1,0,0,0,0,0,0,0,1
10176,5.69,otros_estudios,4.0,shounen,ova,12.0,3347.0,0,0,0,0,0,0,0,1,2,1
10177,5.69,madhouse,1.0,kids,special,6.0,1251.0,0,1,0,0,0,0,1,0,0,1
10186,5.69,otros_estudios,3.0,shounen,special,10.0,49635.0,1,0,1,0,0,0,2,0,0,1
10187,5.69,otros_estudios,2.0,seinen,ova,1.0,4137.0,0,1,0,1,0,1,0,0,0,1
10192,5.69,toei_animation,2.0,shounen,special,4.0,809.0,0,1,0,0,0,0,0,0,1,1
10193,5.69,otros_estudios,51.0,kids,tv,4.0,1170.0,1,1,0,0,0,0,2,0,0,1
10200,5.68,otros_estudios,52.0,kids,tv,4.0,786.0,0,1,0,0,1,0,0,0,0,1
10210,5.68,otros_estudios,2.0,shoujo,ova,11.0,654.0,0,0,0,0,0,0,1,0,1,1
10213,5.68,otros_estudios,1.0,seinen,ova,2.0,26409.0,0,1,1,0,0,1,0,0,1,1
10216,5.68,madhouse,1.0,shoujo,ova,8.0,1444.0,0,0,0,0,0,2,0,0,0,1
10220,5.68,otros_estudios,1.0,seinen,movie,8.0,874.0,0,0,0,1,0,1,0,0,0,1
10225,5.68,madhouse,13.0,kids,tv,7.0,1800.0,1,0,0,0,0,0,0,0,0,1
10237,5.68,madhouse,1.0,kids,special,8.0,863.0,0,1,0,0,0,0,1,0,1,1
10245,5.67,otros_estudios,1.0,kids,ona,4.0,280.0,0,0,0,0,0,0,1,0,0,1
10251,5.67,j_c_staff,1.0,shoujo,special,4.0,2101.0,1,0,0,0,0,1,0,0,1,1
10256,5.67,otros_estudios,37.0,kids,tv,3.0,1140.0,0,0,0,0,0,0,0,0,0,1
10258,5.67,otros_estudios,52.0,kids,tv,4.0,1421.0,1,1,0,0,0,0,2,0,0,1
10278,5.67,olm,12.0,kids,tv,11.0,1067.0,0,0,0,0,0,0,0,0,0,1
10285,5.66,otros_estudios,52.0,kids,tv,4.0,784.0,1,1,0,0,1,0,0,0,0,1
10291,5.66,otros_estudios,12.0,seinen,tv,4.0,10885.0,1,0,0,0,0,0,0,0,0,1
10292,5.66,shin_ei_animation,1.0,kids,special,6.0,805.0,0,1,0,0,0,0,1,0,0,1
10296,5.66,madhouse,2.0,shoujo,ova,7.0,1099.0,0,1,0,0,0,0,0,1,0,1
10298,5.66,toei_animation,1.0,kids,movie,3.0,1059.0,0,0,0,0,0,1,1,0,0,1
10303,5.66,otros_estudios,5.0,seinen,special,3.0,11190.0,0,0,0,0,0,0,0,0,1,1
10306,5.66,otros_estudios,1.0,kids,movie,7.0,3172.0,0,0,0,0,0,0,1,0,0,1
10307,5.66,otros_estudios,1.0,shoujo,ova,12.0,11434.0,1,0,0,0,0,1,1,0,1,1
10312,5.66,madhouse,1.0,kids,ova,8.0,1319.0,0,0,0,1,0,0,1,0,0,1
10316,5.65,madhouse,1.0,shoujo,ova,8.0,5474.0,0,0,0,0,0,1,1,2,1,1
10322,5.65,otros_estudios,1.0,kids,ova,8.0,410.0,0,0,0,0,0,0,1,0,0,1
10326,5.65,otros_estudios,3.0,shoujo,ona,2.0,1034.0,0,1,0,0,0,0,1,0,0,1
10331,5.65,olm,1.0,shounen,ova,3.0,1542.0,0,1,0,0,0,0,0,0,0,1
10339,5.65,shin_ei_animation,1.0,kids,special,6.0,806.0,0,1,0,0,0,0,1,0,1,1
10343,5.64,olm,1.0,kids,special,12.0,791.0,0,1,0,0,0,0,0,0,1,1
10345,5.64,olm,36.0,kids,tv,4.0,2792.0,0,1,0,0,0,0,0,0,0,1
10358,5.64,otros_estudios,24.0,seinen,tv,7.0,53151.0,1,1,0,0,0,1,1,0,0,1
10365,5.64,madhouse,26.0,kids,tv,7.0,4533.0,1,0,0,0,0,0,0,0,0,1
10368,5.64,otros_estudios,1.0,kids,special,1.0,342.0,0,0,0,0,1,0,0,0,0,1
10388,5.63,otros_estudios,1.0,shounen,ova,6.0,748.0,0,0,0,0,0,2,0,0,0,1
10402,5.63,otros_estudios,1.0,shoujo,special,2.0,1057.0,0,0,0,0,1,1,0,0,0,1
10407,5.63,sunrise,1.0,kids,special,1.0,764.0,0,1,0,0,0,0,1,0,1,1
10409,5.63,otros_estudios,2.0,shounen,ova,5.0,1914.0,0,1,0,0,0,0,2,0,0,1
10419,5.62,otros_estudios,6.0,shounen,ova,5.0,1521.0,0,0,0,0,1,0,0,0,0,1
10422,5.62,j_c_staff,1.0,shoujo,ova,1.0,4059.0,0,0,0,0,0,1,0,0,0,1
10426,5.62,otros_estudios,1.0,josei,ova,11.0,4786.0,0,0,0,0,0,1,1,0,0,1
10430,5.62,shaft,2.0,seinen,special,12.0,3772.0,0,0,0,1,0,0,0,0,0,1
10432,5.62,gallop,1.0,shounen,movie,7.0,1223.0,1,0,0,0,0,1,1,0,1,1
10435,5.62,otros_estudios,39.0,kids,tv,7.0,677.0,0,1,0,0,0,0,1,0,1,1
10441,5.62,otros_estudios,1.0,kids,special,12.0,397.0,0,0,0,0,0,0,0,0,0,1
10456,5.61,toei_animation,1.0,kids,ova,4.0,392.0,0,0,0,0,0,0,2,0,0,1
10466,5.61,otros_estudios,1.0,shounen,special,10.0,1363.0,0,0,0,0,0,0,2,0,1,1
10468,5.61,sunrise,2.0,kids,ona,4.0,966.0,0,1,0,0,0,0,1,0,1,1
10473,5.61,otros_estudios,1.0,seinen,ova,9.0,10408.0,1,0,0,0,0,1,0,1,0,1
10488,5.61,otros_estudios,1.0,seinen,ona,10.0,4418.0,1,0,0,0,0,0,0,0,1,1
10498,5.6,gonzo,10.0,seinen,ona,12.0,13617.0,1,0,0,0,0,0,1,0,0,1
10508,5.6,otros_estudios,1.0,kids,movie,1.0,399.0,1,0,0,0,0,1,0,0,0,1
10520,5.6,otros_estudios,1.0,seinen,special,3.0,646.0,0,1,0,0,1,0,0,0,0,1
10531,5.59,brain_base,6.0,josei,special,8.0,9518.0,0,1,0,0,0,0,1,0,0,1
10544,5.59,otros_estudios,1.0,shounen,movie,7.0,5598.0,0,1,0,0,0,0,1,0,0,1
10553,5.57,shaft,1.0,shounen,ona,1.0,3804.0,0,1,1,0,0,0,0,0,0,1
10554,5.58,otros_estudios,2.0,kids,ona,4.0,463.0,0,1,0,0,0,0,0,0,0,1
10560,5.58,otros_estudios,51.0,kids,tv,4.0,1710.0,1,1,0,0,0,0,2,0,0,1
10564,5.58,otros_estudios,1.0,shounen,ova,11.0,4037.0,1,0,0,0,0,0,1,0,1,1
10566,5.58,toei_animation,1.0,shoujo,movie,7.0,1037.0,0,1,0,1,0,0,0,0,0,1
10570,5.58,toei_animation,1.0,kids,movie,7.0,349.0,0,0,0,0,0,0,1,0,0,1
10586,5.57,toei_animation,1.0,shounen,movie,7.0,664.0,1,0,0,0,0,0,1,0,0,1
10592,5.57,otros_estudios,1.0,shounen,special,3.0,1891.0,1,1,1,0,0,1,0,0,1,1
10597,5.57,otros_estudios,1.0,kids,movie,10.0,737.0,0,0,0,0,0,0,1,0,0,1
10600,5.57,toei_animation,1.0,shoujo,movie,3.0,1207.0,0,0,0,0,0,1,0,0,0,1
10601,5.57,otros_estudios,5.0,kids,tv,1.0,673.0,1,1,0,0,0,0,1,0,0,1
10613,5.56,otros_estudios,1.0,shounen,ova,12.0,7873.0,1,0,0,0,0,0,0,1,1,1
10629,5.56,pierrot,1.0,shoujo,ova,3.0,653.0,0,0,0,1,0,0,0,0,0,1
10642,5.56,toei_animation,1.0,shoujo,ova,6.0,1317.0,0,0,0,0,0,1,1,0,0,1
10643,5.56,toei_animation,1.0,kids,movie,7.0,592.0,0,0,0,0,0,1,0,0,0,1
10647,5.56,otros_estudios,3.0,shounen,ova,11.0,5057.0,1,0,1,0,0,0,0,0,0,1
10682,5.55,otros_estudios,3.0,kids,special,4.0,436.0,0,1,0,0,0,0,1,0,0,1
10685,5.54,tms_entertainment,1.0,shounen,special,3.0,3698.0,0,1,0,0,0,0,1,0,0,1
10691,5.54,toei_animation,1.0,shounen,movie,7.0,1729.0,1,1,0,0,0,0,1,0,0,1
10693,5.54,otros_estudios,11.0,seinen,tv,1.0,10716.0,0,1,0,1,0,0,0,0,0,1
10702,5.54,j_c_staff,2.0,shoujo,ova,9.0,1386.0,0,0,0,0,0,0,1,0,0,1
10707,5.54,synergysp,38.0,kids,tv,1.0,1611.0,1,0,0,0,0,0,0,0,1,1
10709,5.54,sunrise,5.0,shounen,ova,11.0,1207.0,0,0,0,0,0,0,1,0,1,1
10711,5.54,otros_estudios,2.0,seinen,special,12.0,679.0,0,1,0,0,0,0,0,0,1,1
10712,5.54,toei_animation,1.0,shounen,ova,7.0,393.0,0,0,0,0,1,0,0,0,0,1
10718,5.53,madhouse,1.0,shoujo,ova,9.0,3504.0,0,0,0,0,0,1,0,0,0,1
10723,5.53,toei_animation,3.0,seinen,ova,3.0,1060.0,0,1,0,0,0,0,0,0,0,1
10725,5.53,otros_estudios,12.0,shoujo,tv,9.0,149841.0,0,0,0,0,0,0,0,0,0,1
10728,5.53,otros_estudios,8.0,shoujo,tv,11.0,8261.0,0,1,0,1,0,0,0,0,0,1
10738,5.53,otros_estudios,1.0,seinen,ova,3.0,25061.0,0,1,1,0,0,1,0,0,0,1
10747,5.53,otros_estudios,1.0,seinen,special,4.0,894.0,0,1,0,0,0,0,0,0,0,1
10754,5.52,otros_estudios,24.0,seinen,tv,1.0,36180.0,1,0,0,0,0,1,0,0,0,1
10761,5.52,otros_estudios,1.0,seinen,ova,3.0,1036.0,0,1,0,1,0,2,0,0,0,1
10767,5.52,otros_estudios,1.0,shounen,special,12.0,1534.0,0,1,0,0,0,0,0,0,1,1
10793,5.51,otros_estudios,2.0,seinen,tv,4.0,751.0,0,1,1,0,0,0,0,0,0,1
10797,5.51,otros_estudios,1.0,shounen,special,7.0,821.0,1,0,0,0,0,0,0,0,1,1
10813,5.5,toei_animation,1.0,shoujo,ova,3.0,966.0,0,0,0,0,0,1,1,0,0,1
10845,5.49,otros_estudios,1.0,kids,movie,3.0,578.0,0,1,0,0,0,0,1,0,0,1
10850,5.49,production_i_g,1.0,shounen,special,10.0,1993.0,1,0,0,0,0,0,1,0,1,1
10852,5.49,brain_base,51.0,kids,tv,4.0,1101.0,1,1,0,0,0,0,2,0,0,1
10860,5.49,otros_estudios,1.0,kids,ona,11.0,276.0,0,0,0,0,0,0,2,0,0,1
10870,5.49,otros_estudios,13.0,shounen,tv,10.0,1445.0,0,0,0,0,0,0,0,0,1,1
10883,5.48,otros_estudios,1.0,kids,movie,7.0,5437.0,0,0,0,1,0,0,1,0,0,1
10886,5.48,otros_estudios,1.0,shounen,special,8.0,2572.0,0,1,0,0,1,0,0,0,0,1
10898,5.48,studio_deen,12.0,shoujo,tv,7.0,108986.0,0,1,0,0,0,1,0,0,0,1
10902,5.47,otros_estudios,1.0,shoujo,ova,4.0,3178.0,0,1,0,0,0,0,2,0,1,1
10923,5.47,otros_estudios,1.0,josei,special,4.0,2470.0,0,1,0,1,0,0,0,0,0,1
10930,5.46,otros_estudios,32.0,kids,tv,4.0,552.0,1,1,0,0,0,0,0,0,0,1
10933,5.46,otros_estudios,11.0,shounen,tv,6.0,11829.0,0,1,0,0,0,0,0,0,0,1
10942,5.46,otros_estudios,10.0,seinen,tv,10.0,7232.0,1,1,0,0,0,0,0,0,0,1
10950,5.46,otros_estudios,1.0,shoujo,ova,7.0,1900.0,1,0,0,0,0,0,0,0,1,1
10951,5.46,otros_estudios,12.0,shoujo,tv,7.0,20244.0,0,0,0,0,0,1,1,0,0,1
10987,5.44,otros_estudios,65.0,kids,tv,10.0,728.0,0,1,0,0,0,0,0,0,0,1
11002,5.44,j_c_staff,1.0,shounen,special,1.0,684.0,1,0,0,0,0,0,0,0,0,1
11014,5.44,madhouse,1.0,shoujo,ova,12.0,1752.0,0,0,0,0,0,0,1,0,0,1
11015,5.44,otros_estudios,1.0,seinen,ova,11.0,7420.0,0,0,0,1,0,0,0,0,0,1
11024,5.43,otros_estudios,51.0,kids,tv,4.0,1380.0,1,1,0,0,0,0,2,0,0,1
